Time,Displacement,Force,Work
4379.8574,3.00,0.01,0.03
4379.9072,3.00,0.01,0.03
4379.9570,4.00,0.01,0.04
4380.0068,2.00,0.01,0.02
4380.0566,1.00,0.01,0.01
4380.1064,3.00,0.01,0.03
4380.1562,3.00,0.01,0.03
4380.2060,3.00,0.01,0.03
4380.2558,1.00,0.01,0.01
4380.3056,2.00,0.01,0.02
4380.3554,1.00,0.01,0.01
4380.4052,1.00,0.01,0.01
4380.4550,3.00,0.01,0.03
4380.5048,1.00,0.01,0.01
4380.5546,1.00,0.01,0.01
4380.6044,1.00,0.01,0.01
4380.6542,3.00,0.01,0.03
4380.7041,2.00,0.01,0.02
4380.7539,3.00,0.01,0.03
4380.8037,2.00,0.01,0.02
4380.8535,1.00,0.01,0.01
4380.9033,3.00,0.01,0.03
4380.9531,4.00,0.01,0.04
4381.0029,1.00,0.01,0.01
4381.0527,2.00,0.01,0.02
4381.1025,1.00,0.01,0.01
4381.1523,3.00,0.01,0.03
4381.2021,3.00,0.01,0.03
4381.2519,3.00,0.01,0.03
4381.3017,3.00,0.01,0.03
4381.3515,3.00,0.01,0.03
4381.4013,5.00,0.01,0.05
4381.4511,4.00,0.01,0.04
4381.5009,3.00,0.01,0.03
4381.5507,6.00,0.01,0.06
4381.6005,3.00,0.01,0.03
4381.6503,5.00,0.01,0.05
4381.7001,5.00,0.01,0.05
4381.7500,2.00,0.01,0.02
4381.7998,4.00,0.01,0.04
4381.8496,5.00,0.01,0.05
4381.8994,3.00,0.01,0.03
4381.9492,4.00,0.01,0.04
4381.9990,3.00,0.01,0.03
4382.0488,3.00,0.01,0.03
4382.0986,3.00,0.01,0.03
4382.1484,3.00,0.01,0.03
4382.1982,6.00,0.01,0.06
4382.2480,5.00,0.01,0.05
4382.2978,5.00,0.01,0.05
4382.3476,4.00,0.01,0.04
4382.3974,3.00,0.01,0.03
4382.4472,5.00,0.01,0.05
4382.4970,5.00,0.01,0.05
4382.5468,3.00,0.01,0.03
4382.5966,6.00,0.01,0.06
4382.6464,1.00,0.01,0.01
4382.6962,5.00,0.01,0.05
4382.7460,6.00,0.01,0.06
4382.7958,6.00,0.01,0.06
4382.8457,5.00,0.01,0.05
4382.8955,5.00,0.01,0.05
4382.9453,7.00,0.01,0.07
4382.9951,7.00,0.01,0.07
4383.0449,4.00,0.01,0.04
4383.0947,3.00,0.01,0.03
4383.1445,3.00,0.01,0.03
4383.1943,3.00,0.01,0.03
4383.2441,4.00,0.01,0.04
4383.2939,3.00,0.01,0.03
4383.3437,2.00,0.01,0.02
4383.3935,4.00,0.01,0.04
4383.4433,4.00,0.01,0.04
4383.4931,4.00,0.01,0.04
4383.5429,4.00,0.01,0.04
4383.5927,3.00,0.01,0.03
4383.6425,2.00,0.01,0.02
4383.6923,3.00,0.01,0.03
4383.7421,0.00,0.01,0.00
4383.7919,1.00,0.01,0.01
4383.8417,3.00,0.01,0.03
4383.8916,2.00,0.01,0.02
4383.9414,2.00,0.01,0.02
4383.9912,5.00,0.01,0.05
4384.0410,2.00,0.01,0.02
4384.0908,3.00,0.01,0.03
4384.1406,2.00,0.01,0.02
4384.1904,4.00,0.01,0.04
4384.2402,4.00,0.01,0.04
4384.2900,4.00,0.01,0.04
4384.3398,5.00,0.01,0.05
4384.3896,7.00,0.01,0.07
4384.4394,3.00,0.01,0.03
4384.4892,4.00,0.01,0.04
4384.5390,4.00,0.01,0.04
4384.5888,3.00,0.01,0.03
4384.6386,1.00,0.01,0.01
4384.6884,4.00,0.01,0.04
4384.7382,2.00,0.01,0.02
4384.7880,2.00,0.01,0.02
4384.8378,5.00,0.01,0.05
4384.8876,5.00,0.01,0.05
4384.9375,2.00,0.01,0.02
4384.9873,4.00,0.01,0.04
4385.0371,1.00,0.01,0.01
4385.0869,1.00,0.01,0.01
4385.1367,4.00,0.01,0.04
4385.1865,2.00,0.01,0.02
4385.2363,3.00,0.01,0.03
4385.2861,3.00,0.01,0.03
4385.3359,3.00,0.01,0.03
4385.3857,4.00,0.01,0.04
4385.4355,2.00,0.01,0.02
4385.4853,3.00,0.01,0.03
4385.5351,2.00,0.01,0.02
4385.5849,1.00,0.01,0.01
4385.6347,1.00,0.01,0.01
4385.6845,2.00,0.01,0.02
4385.7343,1.00,0.01,0.01
4385.7841,2.00,0.01,0.02
4385.8339,1.00,0.01,0.01
4385.8837,0.00,0.01,0.00
4385.9335,3.00,0.01,0.03
4385.9833,1.00,0.01,0.01
4386.0332,4.00,0.01,0.04
4386.0830,1.00,0.01,0.01
4386.1328,1.00,0.01,0.01
4386.1826,0.00,0.01,0.00
4386.2324,2.00,0.01,0.02
4386.2822,1.00,0.01,0.01
4386.3320,1.00,0.01,0.01
4386.3818,1.00,0.01,0.01
4386.4316,3.00,0.01,0.03
4386.4814,4.00,0.01,0.04
4386.5312,2.00,0.01,0.02
4386.5810,2.00,0.01,0.02
4386.6308,1.00,0.01,0.01
4386.6806,1.00,0.01,0.01
4386.7304,2.00,0.01,0.02
4386.7802,0.00,0.01,0.00
4386.8300,2.00,0.01,0.02
4386.8798,1.00,0.01,0.01
4386.9296,2.00,0.01,0.02
4386.9794,1.00,0.01,0.01
4387.0292,1.00,0.01,0.01
4387.0791,2.00,0.01,0.02
4387.1289,2.00,0.01,0.02
4387.1787,4.00,0.01,0.04
4387.2285,2.00,0.01,0.02
4387.2783,2.00,0.01,0.02
4387.3281,5.00,0.01,0.05
4387.3779,4.00,0.01,0.04
4387.4277,3.00,0.01,0.03
4387.4775,3.00,0.01,0.03
4387.5273,2.00,0.01,0.02
4387.5771,3.00,0.01,0.03
4387.6269,2.00,0.01,0.02
4387.6767,1.00,0.01,0.01
4387.7265,5.00,0.01,0.05
4387.7763,0.00,0.01,0.00
4387.8261,0.00,0.01,0.00
4387.8759,0.00,0.01,0.00
4387.9257,1.00,0.01,0.01
4387.9755,1.00,0.01,0.01
4388.0253,3.00,0.01,0.03
4388.0751,2.00,0.01,0.02
4388.1250,2.00,0.01,0.02
4388.1748,3.00,0.01,0.03
4388.2246,4.00,0.01,0.04
4388.2744,3.00,0.01,0.03
4388.3242,2.00,0.01,0.02
4388.3740,3.00,0.01,0.03
4388.4238,3.00,0.01,0.03
4388.4736,3.00,0.01,0.03
4388.5234,4.00,0.01,0.04
4388.5732,3.00,0.01,0.03
4388.6230,4.00,0.01,0.04
4388.6728,0.00,0.01,0.00
4388.7226,3.00,0.01,0.03
4388.7724,2.00,0.01,0.02
4388.8222,3.00,0.01,0.03
4388.8720,2.00,0.01,0.02
4388.9218,2.00,0.01,0.02
4388.9716,4.00,0.01,0.04
4389.0214,5.00,0.01,0.05
4389.0712,2.00,0.01,0.02
4389.1210,4.00,0.01,0.04
4389.1708,2.00,0.01,0.02
4389.2207,5.00,0.01,0.05
4389.2705,4.00,0.01,0.04
4389.3203,4.00,0.01,0.04
4389.3701,5.00,0.01,0.05
4389.4199,2.00,0.01,0.02
4389.4697,3.00,0.01,0.03
4389.5195,2.00,0.01,0.02
4389.5693,2.00,0.01,0.02
4389.6191,4.00,0.01,0.04
4389.6689,1.00,0.01,0.01
4389.7187,3.00,0.01,0.03
4389.7685,3.00,0.01,0.03
4389.8183,2.00,0.01,0.02
4389.8681,2.00,0.01,0.02
4389.9179,1.00,0.01,0.01
4389.9677,1.00,0.01,0.01
4390.0175,2.00,0.01,0.02
4390.0673,0.00,0.01,0.00
4390.1171,0.00,0.01,0.00
4390.1669,3.00,0.01,0.03
4390.2167,1.00,0.01,0.01
4390.2666,1.00,0.01,0.01
4390.3164,1.00,0.01,0.01
4390.3662,0.00,0.01,0.00
4390.4160,0.00,0.01,0.00
4390.4658,1.00,0.01,0.01
4390.5156,2.00,0.01,0.02
4390.5654,0.00,0.01,0.00
4390.6152,0.00,0.01,0.00
4390.6650,3.00,0.01,0.03
4390.7148,2.00,0.01,0.02
4390.7646,3.00,0.01,0.03
4390.8144,2.00,0.01,0.02
4390.8642,1.00,0.01,0.01
4390.9140,1.00,0.01,0.01
4390.9638,3.00,0.01,0.03
4391.0136,1.00,0.01,0.01
4391.0634,2.00,0.01,0.02
4391.1132,3.00,0.01,0.03
4391.1630,3.00,0.01,0.03
4391.2128,1.00,0.01,0.01
4391.2626,2.00,0.01,0.02
4391.3125,3.00,0.01,0.03
4391.3623,2.00,0.01,0.02
4391.4121,1.00,0.01,0.01
4391.4619,2.00,0.01,0.02
4391.5117,1.00,0.01,0.01
4391.5615,2.00,0.01,0.02
4391.6113,3.00,0.01,0.03
4391.6611,1.00,0.01,0.01
4391.7109,1.00,0.01,0.01
4391.7607,2.00,0.01,0.02
4391.8105,2.00,0.01,0.02
4391.8603,0.00,0.01,0.00
4391.9101,0.00,0.01,0.00
4391.9599,2.00,0.01,0.02
4392.0097,1.00,0.01,0.01
4392.0595,1.00,0.01,0.01
4392.1093,1.00,0.01,0.01
4392.1591,2.00,0.01,0.02
4392.2089,1.00,0.01,0.01
4392.2587,3.00,0.01,0.03
4392.3085,1.00,0.01,0.01
4392.3583,3.00,0.01,0.03
4392.4082,3.00,0.01,0.03
4392.4580,1.00,0.01,0.01
4392.5078,3.00,0.01,0.03
4392.5576,2.00,0.01,0.02
4392.6074,1.00,0.01,0.01
4392.6572,1.00,0.01,0.01
4392.7070,1.00,0.01,0.01
4392.7568,3.00,0.01,0.03
4392.8066,2.00,0.01,0.02
4392.8564,2.00,0.01,0.02
4392.9062,3.00,0.01,0.03
4392.9560,3.00,0.01,0.03
4393.0058,2.00,0.01,0.02
4393.0556,1.00,0.01,0.01
4393.1054,4.00,0.01,0.04
4393.1552,4.00,0.01,0.04
4393.2050,2.00,0.01,0.02
4393.2548,3.00,0.01,0.03
4393.3046,3.00,0.01,0.03
4393.3544,4.00,0.01,0.04
4393.4042,4.00,0.01,0.04
4393.4541,1.00,0.01,0.01
4393.5039,2.00,0.01,0.02
4393.5537,3.00,0.01,0.03
4393.6035,1.00,0.01,0.01
4393.6533,5.00,0.01,0.05
4393.7031,4.00,0.01,0.04
4393.7529,5.00,0.01,0.05
4393.8027,6.00,0.01,0.06
4393.8525,4.00,0.01,0.04
4393.9023,4.00,0.01,0.04
4393.9521,4.00,0.01,0.04
4394.0019,4.00,0.01,0.04
4394.0517,4.00,0.01,0.04
4394.1015,4.00,0.01,0.04
4394.1513,5.00,0.01,0.05
4394.2011,4.00,0.01,0.04
4394.2509,4.00,0.01,0.04
4394.3007,4.00,0.01,0.04
4394.3505,5.00,0.01,0.05
4394.4003,2.00,0.01,0.02
4394.4501,2.00,0.01,0.02
4394.5000,3.00,0.01,0.03
4394.5498,1.00,0.01,0.01
4394.5996,3.00,0.01,0.03
4394.6494,5.00,0.01,0.05
4394.6992,4.00,0.01,0.04
4394.7490,4.00,0.01,0.04
4394.7988,3.00,0.01,0.03
4394.8486,3.00,0.01,0.03
4394.8984,5.00,0.01,0.05
4394.9482,1.00,0.01,0.01
4394.9980,2.00,0.01,0.02
4395.0478,0.00,0.01,0.00
4395.0976,2.00,0.01,0.02
4395.1474,2.00,0.01,0.02
4395.1972,3.00,0.01,0.03
4395.2470,2.00,0.01,0.02
4395.2968,0.00,0.01,0.00
4395.3466,2.00,0.01,0.02
4395.3964,3.00,0.01,0.03
4395.4462,3.00,0.01,0.03
4395.4960,3.00,0.01,0.03
4395.5458,3.00,0.01,0.03
4395.5957,1.00,0.01,0.01
4395.6455,0.00,0.01,0.00
4395.6953,1.00,0.01,0.01
4395.7451,1.00,0.01,0.01
4395.7949,2.00,0.01,0.02
4395.8447,2.00,0.01,0.02
4395.8945,3.00,0.01,0.03
4395.9443,1.00,0.01,0.01
4395.9941,2.00,0.01,0.02
4396.0439,1.00,0.01,0.01
4396.0937,0.00,0.01,0.00
4396.1435,3.00,0.01,0.03
4396.1933,4.00,0.01,0.04
4396.2431,6.00,0.01,0.06
4396.2929,5.00,0.01,0.05
4396.3427,3.00,0.01,0.03
4396.3925,4.00,0.01,0.04
4396.4423,1.00,0.01,0.01
4396.4921,4.00,0.01,0.04
4396.5419,4.00,0.01,0.04
4396.5917,3.00,0.01,0.03
4396.6416,1.00,0.01,0.01
4396.6914,0.00,0.01,0.00
4396.7412,2.00,0.01,0.02
4396.7910,4.00,0.01,0.04
4396.8408,4.00,0.01,0.04
4396.8906,5.00,0.01,0.05
4396.9404,3.00,0.01,0.03
4396.9902,3.00,0.01,0.03
4397.0400,2.00,0.01,0.02
4397.0898,1.00,0.01,0.01
4397.1396,3.00,0.01,0.03
4397.1894,2.00,0.01,0.02
4397.2392,3.00,0.01,0.03
4397.2890,5.00,0.01,0.05
4397.3388,0.00,0.01,0.00
4397.3886,3.00,0.01,0.03
4397.4384,0.00,0.01,0.00
4397.4882,1.00,0.01,0.01
4397.5380,2.00,0.01,0.02
4397.5878,2.00,0.01,0.02
4397.6376,3.00,0.01,0.03
4397.6875,0.00,0.01,0.00
4397.7373,1.00,0.01,0.01
4397.7871,1.00,0.01,0.01
4397.8369,1.00,0.01,0.01
4397.8867,2.00,0.01,0.02
4397.9365,2.00,0.01,0.02
4397.9863,3.00,0.01,0.03
4398.0361,3.00,0.01,0.03
4398.0859,3.00,0.01,0.03
4398.1357,4.00,0.01,0.04
4398.1855,3.00,0.01,0.03
4398.2353,5.00,0.01,0.05
4398.2851,4.00,0.01,0.04
4398.3349,1.00,0.01,0.01
4398.3847,4.00,0.01,0.04
4398.4345,4.00,0.01,0.04
4398.4843,3.00,0.01,0.03
4398.5341,7.00,0.01,0.07
4398.5839,4.00,0.01,0.04
4398.6337,4.00,0.01,0.04
4398.6835,3.00,0.01,0.03
4398.7333,4.00,0.01,0.04
4398.7832,2.00,0.01,0.02
4398.8330,3.00,0.01,0.03
4398.8828,4.00,0.01,0.04
4398.9326,4.00,0.01,0.04
4398.9824,5.00,0.01,0.05
4399.0322,5.00,0.01,0.05
4399.0820,5.00,0.01,0.05
4399.1318,5.00,0.01,0.05
4399.1816,3.00,0.01,0.03
4399.2314,5.00,0.01,0.05
4399.2812,4.00,0.01,0.04
4399.3310,5.00,0.01,0.05
4399.3808,4.00,0.01,0.04
4399.4306,4.00,0.01,0.04
4399.4804,3.00,0.01,0.03
4399.5302,0.00,0.01,0.00
4399.5800,2.00,0.01,0.02
4399.6298,1.00,0.01,0.01
4399.6796,2.00,0.01,0.02
4399.7294,1.00,0.01,0.01
4399.7792,1.00,0.01,0.01
4399.8291,2.00,0.01,0.02
4399.8789,2.00,0.01,0.02
4399.9287,1.00,0.01,0.01
4399.9785,1.00,0.01,0.01
4400.0283,2.00,0.01,0.02
4400.0781,4.00,0.01,0.04
4400.1279,3.00,0.01,0.03
4400.1777,3.00,0.01,0.03
4400.2275,1.00,0.01,0.01
4400.2773,2.00,0.01,0.02
4400.3271,1.00,0.01,0.01
4400.3769,0.00,0.01,0.00
4400.4267,0.00,0.01,0.00
4400.4765,0.00,0.01,0.00
4400.5263,0.00,0.01,0.00
4400.5761,1.00,0.01,0.01
4400.6259,2.00,0.01,0.02
4400.6757,0.00,0.01,0.00
4400.7255,1.00,0.01,0.01
4400.7753,1.00,0.01,0.01
4400.8251,2.00,0.01,0.02
4400.8750,1.00,0.01,0.01
4400.9248,2.00,0.01,0.02
4400.9746,1.00,0.01,0.01
4401.0244,3.00,0.01,0.03
4401.0742,4.00,0.01,0.04
4401.1240,1.00,0.01,0.01
4401.1738,1.00,0.01,0.01
4401.2236,2.00,0.01,0.02
4401.2734,2.00,0.01,0.02
4401.3232,0.00,0.01,0.00
4401.3730,1.00,0.01,0.01
4401.4228,1.00,0.01,0.01
4401.4726,1.00,0.01,0.01
4401.5224,1.00,0.01,0.01
4401.5722,1.00,0.01,0.01
4401.6220,1.00,0.01,0.01
4401.6718,0.00,0.01,0.00
4401.7216,2.00,0.01,0.02
4401.7714,3.00,0.01,0.03
4401.8212,3.00,0.01,0.03
4401.8710,3.00,0.01,0.03
4401.9208,2.00,0.01,0.02
4401.9707,0.00,0.01,0.00
4402.0205,0.00,0.01,0.00
4402.0703,3.00,0.01,0.03
4402.1201,0.00,0.01,0.00
4402.1699,2.00,0.01,0.02
4402.2197,3.00,0.01,0.03
4402.2695,2.00,0.01,0.02
4402.3193,4.00,0.01,0.04
4402.3691,2.00,0.01,0.02
4402.4189,5.00,0.01,0.05
4402.4687,5.00,0.01,0.05
4402.5185,2.00,0.01,0.02
4402.5683,4.00,0.01,0.04
4402.6181,5.00,0.01,0.05
4402.6679,5.00,0.01,0.05
4402.7177,4.00,0.01,0.04
4402.7675,1.00,0.01,0.01
4402.8173,3.00,0.01,0.03
4402.8671,2.00,0.01,0.02
4402.9169,1.00,0.01,0.01
4402.9667,1.00,0.01,0.01
4403.0166,0.00,0.01,0.00
4403.0664,3.00,0.01,0.03
4403.1162,1.00,0.01,0.01
4403.1660,3.00,0.01,0.03
4403.2158,3.00,0.01,0.03
4403.2656,4.00,0.01,0.04
4403.3154,3.00,0.01,0.03
4403.3652,3.00,0.01,0.03
4403.4150,3.00,0.01,0.03
4403.4648,3.00,0.01,0.03
4403.5146,2.00,0.01,0.02
4403.5644,5.00,0.01,0.05
4403.6142,4.00,0.01,0.04
4403.6640,5.00,0.01,0.05
4403.7138,6.00,0.01,0.06
4403.7636,5.00,0.01,0.05
4403.8134,5.00,0.01,0.05
4403.8632,4.00,0.01,0.04
4403.9130,4.00,0.01,0.04
4403.9628,4.00,0.01,0.04
4404.0126,6.00,0.01,0.06
4404.0625,4.00,0.01,0.04
4404.1123,3.00,0.01,0.03
4404.1621,4.00,0.01,0.04
4404.2119,5.00,0.01,0.05
4404.2617,5.00,0.01,0.05
4404.3115,5.00,0.01,0.05
4404.3613,4.00,0.01,0.04
4404.4111,3.00,0.01,0.03
4404.4609,3.00,0.01,0.03
4404.5107,1.00,0.01,0.01
4404.5605,1.00,0.01,0.01
4404.6103,1.00,0.01,0.01
4404.6601,3.00,0.01,0.03
4404.7099,3.00,0.01,0.03
4404.7597,4.00,0.01,0.04
4404.8095,2.00,0.01,0.02
4404.8593,6.00,0.01,0.06
4404.9091,4.00,0.01,0.04
4404.9589,7.00,0.01,0.07
4405.0087,5.00,0.01,0.05
4405.0585,5.00,0.01,0.05
4405.1083,3.00,0.01,0.03
4405.1582,5.00,0.01,0.05
4405.2080,4.00,0.01,0.04
4405.2578,6.00,0.01,0.06
4405.3076,5.00,0.01,0.05
4405.3574,4.00,0.01,0.04
4405.4072,5.00,0.01,0.05
4405.4570,6.00,0.01,0.06
4405.5068,3.00,0.01,0.03
4405.5566,3.00,0.01,0.03
4405.6064,4.00,0.01,0.04
4405.6562,2.00,0.01,0.02
4405.7060,5.00,0.01,0.05
4405.7558,4.00,0.01,0.04
4405.8056,3.00,0.01,0.03
4405.8554,4.00,0.01,0.04
4405.9052,5.00,0.01,0.05
4405.9550,4.00,0.01,0.04
4406.0048,1.00,0.01,0.01
4406.0546,2.00,0.01,0.02
4406.1044,3.00,0.01,0.03
4406.1542,5.00,0.01,0.05
4406.2041,4.00,0.01,0.04
4406.2539,4.00,0.01,0.04
4406.3037,4.00,0.01,0.04
4406.3535,2.00,0.01,0.02
4406.4033,3.00,0.01,0.03
4406.4531,1.00,0.01,0.01
4406.5029,1.00,0.01,0.01
4406.5527,3.00,0.01,0.03
4406.6025,0.00,0.01,0.00
4406.6523,1.00,0.01,0.01
4406.7021,1.00,0.01,0.01
4406.7519,4.00,0.01,0.04
4406.8017,5.00,0.01,0.05
4406.8515,4.00,0.01,0.04
4406.9013,6.00,0.01,0.06
4406.9511,3.00,0.01,0.03
4407.0009,3.00,0.01,0.03
4407.0507,3.00,0.01,0.03
4407.1005,3.00,0.01,0.03
4407.1503,2.00,0.01,0.02
4407.2001,2.00,0.01,0.02
4407.2500,3.00,0.01,0.03
4407.2998,4.00,0.01,0.04
4407.3496,5.00,0.01,0.05
4407.3994,6.00,0.01,0.06
4407.4492,5.00,0.01,0.05
4407.4990,5.00,0.01,0.05
4407.5488,3.00,0.01,0.03
4407.5986,5.00,0.01,0.05
4407.6484,5.00,0.01,0.05
4407.6982,6.00,0.01,0.06
4407.7480,6.00,0.01,0.06
4407.7978,5.00,0.01,0.05
4407.8476,5.00,0.01,0.05
4407.8974,3.00,0.01,0.03
4407.9472,5.00,0.01,0.05
4407.9970,5.00,0.01,0.05
4408.0468,4.00,0.01,0.04
4408.0966,8.00,0.01,0.08
4408.1464,5.00,0.01,0.05
4408.1962,5.00,0.01,0.05
4408.2460,4.00,0.01,0.04
4408.2958,5.00,0.01,0.05
4408.3457,5.00,0.01,0.05
4408.3955,5.00,0.01,0.05
4408.4453,5.00,0.01,0.05
4408.4951,5.00,0.01,0.05
4408.5449,5.00,0.01,0.05
4408.5947,5.00,0.01,0.05
4408.6445,5.00,0.01,0.05
4408.6943,5.00,0.01,0.05
4408.7441,5.00,0.01,0.05
4408.7939,6.00,0.01,0.06
4408.8437,4.00,0.01,0.04
4408.8935,6.00,0.01,0.06
4408.9433,5.00,0.01,0.05
4408.9931,5.00,0.01,0.05
4409.0429,4.00,0.01,0.04
4409.0927,2.00,0.01,0.02
4409.1425,6.00,0.01,0.06
4409.1923,6.00,0.01,0.06
4409.2421,3.00,0.01,0.03
4409.2919,3.00,0.01,0.03
4409.3417,4.00,0.01,0.04
4409.3916,4.00,0.01,0.04
4409.4414,3.00,0.01,0.03
4409.4912,5.00,0.01,0.05
4409.5410,5.00,0.01,0.05
4409.5908,5.00,0.01,0.05
4409.6406,5.00,0.01,0.05
4409.6904,3.00,0.01,0.03
4409.7402,5.00,0.01,0.05
4409.7900,6.00,0.01,0.06
4409.8398,6.00,0.01,0.06
4409.8896,5.00,0.01,0.05
4409.9394,4.00,0.01,0.04
4409.9892,6.00,0.01,0.06
4410.0390,5.00,0.01,0.05
4410.0888,6.00,0.01,0.06
4410.1386,3.00,0.01,0.03
4410.1884,3.00,0.01,0.03
4410.2382,4.00,0.01,0.04
4410.2880,6.00,0.01,0.06
4410.3378,6.00,0.01,0.06
4410.3876,5.00,0.01,0.05
4410.4375,5.00,0.01,0.05
4410.4873,5.00,0.01,0.05
4410.5371,4.00,0.01,0.04
4410.5869,5.00,0.01,0.05
4410.6367,5.00,0.01,0.05
4410.6865,6.00,0.01,0.06
4410.7363,4.00,0.01,0.04
4410.7861,6.00,0.01,0.06
4410.8359,5.00,0.01,0.05
4410.8857,6.00,0.01,0.06
4410.9355,3.00,0.01,0.03
4410.9853,4.00,0.01,0.04
4411.0351,5.00,0.01,0.05
4411.0849,4.00,0.01,0.04
4411.1347,4.00,0.01,0.04
4411.1845,5.00,0.01,0.05
4411.2343,5.00,0.01,0.05
4411.2841,3.00,0.01,0.03
4411.3339,5.00,0.01,0.05
4411.3837,7.00,0.01,0.07
4411.4335,4.00,0.01,0.04
4411.4833,7.00,0.01,0.07
4411.5332,6.00,0.01,0.06
4411.5830,5.00,0.01,0.05
4411.6328,3.00,0.01,0.03
4411.6826,3.00,0.01,0.03
4411.7324,5.00,0.01,0.05
4411.7822,5.00,0.01,0.05
4411.8320,7.00,0.01,0.07
4411.8818,6.00,0.01,0.06
4411.9316,6.00,0.01,0.06
4411.9814,6.00,0.01,0.06
4412.0312,6.00,0.01,0.06
4412.0810,6.00,0.01,0.06
4412.1308,4.00,0.01,0.04
4412.1806,3.00,0.01,0.03
4412.2304,4.00,0.01,0.04
4412.2802,4.00,0.01,0.04
4412.3300,4.00,0.01,0.04
4412.3798,5.00,0.01,0.05
4412.4296,4.00,0.01,0.04
4412.4794,6.00,0.01,0.06
4412.5292,6.00,0.01,0.06
4412.5791,4.00,0.01,0.04
4412.6289,5.00,0.01,0.05
4412.6787,3.00,0.01,0.03
4412.7285,7.00,0.01,0.07
4412.7783,6.00,0.01,0.06
4412.8281,7.00,0.01,0.07
4412.8779,7.00,0.01,0.07
4412.9277,6.00,0.01,0.06
4412.9775,7.00,0.01,0.07
4413.0273,6.00,0.01,0.06
4413.0771,5.00,0.01,0.05
4413.1269,8.00,0.01,0.08
4413.1767,6.00,0.01,0.06
4413.2265,5.00,0.01,0.05
4413.2763,8.00,0.01,0.08
4413.3261,5.00,0.01,0.05
4413.3759,8.00,0.01,0.08
4413.4257,7.00,0.01,0.07
4413.4755,6.00,0.01,0.06
4413.5253,7.00,0.01,0.07
4413.5751,7.00,0.01,0.07
4413.6250,7.00,0.01,0.07
4413.6748,8.00,0.01,0.08
4413.7246,6.00,0.01,0.06
4413.7744,6.00,0.01,0.06
4413.8242,5.00,0.01,0.05
4413.8740,4.00,0.01,0.04
4413.9238,6.00,0.01,0.06
4413.9736,5.00,0.01,0.05
4414.0234,6.00,0.01,0.06
4414.0732,4.00,0.01,0.04
4414.1230,8.00,0.01,0.08
4414.1728,7.00,0.01,0.07
4414.2226,7.00,0.01,0.07
4414.2724,6.00,0.01,0.06
4414.3222,6.00,0.01,0.06
4414.3720,8.00,0.01,0.08
4414.4218,7.00,0.01,0.07
4414.4716,6.00,0.01,0.06
4414.5214,7.00,0.01,0.07
4414.5712,9.00,0.01,0.09
4414.6210,8.00,0.01,0.08
4414.6708,9.00,0.01,0.09
4414.7207,6.00,0.01,0.06
4414.7705,6.00,0.01,0.06
4414.8203,6.00,0.01,0.06
4414.8701,5.00,0.01,0.05
4414.9199,8.00,0.01,0.08
4414.9697,7.00,0.01,0.07
4415.0195,9.00,0.01,0.09
4415.0693,9.00,0.01,0.09
4415.1191,9.00,0.01,0.09
4415.1689,7.00,0.01,0.07
4415.2187,5.00,0.01,0.05
4415.2685,7.00,0.01,0.07
4415.3183,6.00,0.01,0.06
4415.3681,5.00,0.01,0.05
4415.4179,6.00,0.01,0.06
4415.4677,6.00,0.01,0.06
4415.5175,5.00,0.01,0.05
4415.5673,5.00,0.01,0.05
4415.6171,7.00,0.01,0.07
4415.6669,4.00,0.01,0.04
4415.7167,5.00,0.01,0.05
4415.7666,4.00,0.01,0.04
4415.8164,5.00,0.01,0.05
4415.8662,6.00,0.01,0.06
4415.9160,8.00,0.01,0.08
4415.9658,8.00,0.01,0.08
4416.0156,6.00,0.01,0.06
4416.0654,7.00,0.01,0.07
4416.1152,5.00,0.01,0.05
4416.1650,5.00,0.01,0.05
4416.2148,7.00,0.01,0.07
4416.2646,4.00,0.01,0.04
4416.3144,6.00,0.01,0.06
4416.3642,4.00,0.01,0.04
4416.4140,4.00,0.01,0.04
4416.4638,6.00,0.01,0.06
4416.5136,4.00,0.01,0.04
4416.5634,4.00,0.01,0.04
4416.6132,4.00,0.01,0.04
4416.6630,5.00,0.01,0.05
4416.7128,3.00,0.01,0.03
4416.7626,3.00,0.01,0.03
4416.8125,6.00,0.01,0.06
4416.8623,5.00,0.01,0.05
4416.9121,5.00,0.01,0.05
4416.9619,3.00,0.01,0.03
4417.0117,2.00,0.01,0.02
4417.0615,5.00,0.01,0.05
4417.1113,4.00,0.01,0.04
4417.1611,4.00,0.01,0.04
4417.2109,6.00,0.01,0.06
4417.2607,4.00,0.01,0.04
4417.3105,6.00,0.01,0.06
4417.3603,3.00,0.01,0.03
4417.4101,3.00,0.01,0.03
4417.4599,7.00,0.01,0.07
4417.5097,4.00,0.01,0.04
4417.5595,4.00,0.01,0.04
4417.6093,6.00,0.01,0.06
4417.6591,6.00,0.01,0.06
4417.7089,5.00,0.01,0.05
4417.7587,5.00,0.01,0.05
4417.8085,2.00,0.01,0.02
4417.8583,4.00,0.01,0.04
4417.9082,4.00,0.01,0.04
4417.9580,6.00,0.01,0.06
4418.0078,5.00,0.01,0.05
4418.0576,3.00,0.01,0.03
4418.1074,3.00,0.01,0.03
4418.1572,4.00,0.01,0.04
4418.2070,4.00,0.01,0.04
4418.2568,5.00,0.01,0.05
4418.3066,4.00,0.01,0.04
4418.3564,4.00,0.01,0.04
4418.4062,5.00,0.01,0.05
4418.4560,5.00,0.01,0.05
4418.5058,3.00,0.01,0.03
