Data[0],Time,Force,X_axis,Y_axis,Z_axis
1,407.0349,0.00,-169.5000,406.5000,-2448.0000
1,407.0549,0.00,-168.0000,406.5000,-2449.5000
1,407.0748,-1.00,-169.5000,405.0000,-2449.5000
1,407.0948,0.00,-169.5000,406.5000,-2449.5000
1,407.1148,-1.00,-171.0000,405.0000,-2449.5000
1,407.1348,0.00,-174.0000,406.5000,-2449.5000
1,407.1548,0.00,-171.0000,405.0000,-2449.5000
1,407.1748,0.00,-172.5000,409.5000,-2449.5000
1,407.1948,-1.00,-171.0000,405.0000,-2448.0000
1,407.2148,0.00,-169.5000,405.0000,-2449.5000
1,407.2348,0.00,-172.5000,405.0000,-2449.5000
1,407.2547,-1.00,-169.5000,409.5000,-2448.0000
1,407.2747,1.00,-174.0000,403.5000,-2448.0000
1,407.2947,-1.00,-171.0000,405.0000,-2449.5000
1,407.3147,0.00,-174.0000,405.0000,-2448.0000
1,407.3347,-1.00,-171.0000,406.5000,-2449.5000
1,407.3547,0.00,-171.0000,405.0000,-2446.5000
1,407.3747,2.00,-171.0000,406.5000,-2448.0000
1,407.3947,3.00,-168.0000,408.0000,-2448.0000
1,407.4147,0.00,-174.0000,409.5000,-2448.0000
1,407.4346,0.00,-172.5000,409.5000,-2449.5000
1,407.4546,1.00,-169.5000,403.5000,-2451.0000
1,407.4746,-1.00,-174.0000,405.0000,-2451.0000
1,407.4946,0.00,-174.0000,406.5000,-2449.5000
1,407.5146,0.00,-169.5000,402.0000,-2448.0000
1,407.5346,2.00,-169.5000,400.5000,-2449.5000
1,407.5546,-1.00,-175.5000,403.5000,-2451.0000
1,407.5746,1.00,-174.0000,406.5000,-2449.5000
1,407.5946,0.00,-172.5000,403.5000,-2449.5000
1,407.6145,0.00,-177.0000,405.0000,-2449.5000
1,407.6345,-1.00,-174.0000,405.0000,-2448.0000
1,407.6545,2.00,-171.0000,403.5000,-2448.0000
1,407.6745,1.00,-175.5000,405.0000,-2448.0000
1,407.6945,-1.00,-171.0000,408.0000,-2449.5000
1,407.7145,-2.00,-174.0000,408.0000,-2449.5000
1,407.7345,2.00,-169.5000,408.0000,-2449.5000
1,407.7545,1.00,-174.0000,406.5000,-2448.0000
1,407.7745,1.00,-172.5000,405.0000,-2449.5000
1,407.7944,-2.00,-174.0000,399.0000,-2451.0000
1,407.8144,1.00,-172.5000,411.0000,-2448.0000
1,407.8344,-1.00,-175.5000,403.5000,-2449.5000
1,407.8544,-1.00,-174.0000,405.0000,-2449.5000
1,407.8744,4.00,-172.5000,408.0000,-2449.5000
1,407.8944,0.00,-174.0000,406.5000,-2448.0000
1,407.9144,0.00,-175.5000,402.0000,-2446.5000
1,407.9344,-1.00,-171.0000,405.0000,-2449.5000
1,407.9544,0.00,-172.5000,408.0000,-2449.5000
1,407.9743,0.00,-177.0000,408.0000,-2449.5000
1,407.9943,0.00,-177.0000,406.5000,-2449.5000
1,408.0143,2.00,-174.0000,408.0000,-2448.0000
1,408.0343,0.00,-174.0000,406.5000,-2448.0000
1,408.0543,0.00,-174.0000,406.5000,-2449.5000
1,408.0743,0.00,-174.0000,400.5000,-2449.5000
1,408.0943,0.00,-174.0000,403.5000,-2448.0000
1,408.1143,-1.00,-174.0000,403.5000,-2449.5000
1,408.1343,0.00,-174.0000,402.0000,-2451.0000
1,408.1542,-1.00,-177.0000,405.0000,-2446.5000
1,408.1742,0.00,-171.0000,402.0000,-2449.5000
1,408.1942,-2.00,-171.0000,402.0000,-2449.5000
1,408.2142,-1.00,-168.0000,405.0000,-2448.0000
1,408.2342,0.00,-175.5000,405.0000,-2449.5000
1,408.2542,0.00,-172.5000,403.5000,-2448.0000
1,408.2742,0.00,-174.0000,400.5000,-2449.5000
1,408.2942,-1.00,-174.0000,402.0000,-2448.0000
1,408.3142,1.00,-175.5000,403.5000,-2448.0000
1,408.3341,0.00,-171.0000,405.0000,-2449.5000
1,408.3541,0.00,-175.5000,403.5000,-2448.0000
1,408.3741,0.00,-171.0000,405.0000,-2449.5000
1,408.3941,0.00,-174.0000,406.5000,-2449.5000
1,408.4141,-1.00,-174.0000,409.5000,-2448.0000
1,408.4341,-1.00,-171.0000,406.5000,-2448.0000
1,408.4541,0.00,-172.5000,406.5000,-2448.0000
1,408.4741,0.00,-172.5000,405.0000,-2449.5000
1,408.4941,0.00,-171.0000,405.0000,-2449.5000
1,408.5140,0.00,-171.0000,405.0000,-2448.0000
1,408.5340,0.00,-174.0000,403.5000,-2451.0000
1,408.5540,0.00,-169.5000,405.0000,-2449.5000
1,408.5740,1.00,-175.5000,403.5000,-2446.5000
1,408.5940,1.00,-175.5000,405.0000,-2448.0000
1,408.6140,0.00,-174.0000,402.0000,-2448.0000
1,408.6340,-3.00,-174.0000,402.0000,-2448.0000
1,408.6540,0.00,-175.5000,403.5000,-2449.5000
1,408.6740,0.00,-174.0000,405.0000,-2449.5000
1,408.6940,0.00,-177.0000,405.0000,-2451.0000
1,408.7139,1.00,-171.0000,405.0000,-2449.5000
1,408.7339,-1.00,-174.0000,406.5000,-2448.0000
1,408.7539,0.00,-174.0000,400.5000,-2448.0000
1,408.7739,0.00,-174.0000,400.5000,-2448.0000
1,408.7939,0.00,-172.5000,408.0000,-2449.5000
1,408.8139,2.00,-178.5000,405.0000,-2449.5000
1,408.8339,0.00,-177.0000,408.0000,-2448.0000
1,408.8539,2.00,-174.0000,405.0000,-2449.5000
1,408.8739,0.00,-172.5000,406.5000,-2448.0000
1,408.8938,0.00,-174.0000,402.0000,-2448.0000
1,408.9138,0.00,-174.0000,405.0000,-2448.0000
1,408.9338,0.00,-177.0000,406.5000,-2449.5000
1,408.9538,1.00,-172.5000,403.5000,-2448.0000
1,408.9738,0.00,-174.0000,403.5000,-2448.0000
1,408.9938,1.00,-178.5000,405.0000,-2449.5000
1,409.0138,0.00,-174.0000,403.5000,-2449.5000
1,409.0338,1.00,-172.5000,403.5000,-2449.5000
1,409.0538,1.00,-178.5000,402.0000,-2449.5000
1,409.0737,0.00,-174.0000,405.0000,-2448.0000
1,409.0937,1.00,-171.0000,402.0000,-2449.5000
1,409.1137,0.00,-177.0000,405.0000,-2448.0000
1,409.1337,1.00,-171.0000,405.0000,-2449.5000
1,409.1537,1.00,-172.5000,405.0000,-2449.5000
1,409.1737,0.00,-174.0000,405.0000,-2449.5000
1,409.1937,-2.00,-174.0000,408.0000,-2449.5000
1,409.2137,-1.00,-171.0000,406.5000,-2446.5000
1,409.2337,-1.00,-177.0000,408.0000,-2448.0000
1,409.2536,0.00,-174.0000,409.5000,-2448.0000
1,409.2736,3.00,-172.5000,405.0000,-2448.0000
1,409.2936,1.00,-172.5000,405.0000,-2448.0000
1,409.3136,0.00,-171.0000,402.0000,-2449.5000
1,409.3336,-1.00,-172.5000,405.0000,-2448.0000
1,409.3536,0.00,-174.0000,406.5000,-2448.0000
1,409.3736,0.00,-172.5000,405.0000,-2448.0000
1,409.3936,0.00,-171.0000,402.0000,-2449.5000
1,409.4136,0.00,-175.5000,405.0000,-2448.0000
1,409.4335,0.00,-168.0000,406.5000,-2449.5000
1,409.4535,1.00,-174.0000,403.5000,-2448.0000
1,409.4735,0.00,-169.5000,405.0000,-2449.5000
1,409.4935,-1.00,-169.5000,406.5000,-2448.0000
1,409.5135,1.00,-175.5000,406.5000,-2446.5000
1,409.5335,-1.00,-177.0000,405.0000,-2448.0000
1,409.5535,-1.00,-177.0000,409.5000,-2448.0000
1,409.5735,0.00,-174.0000,408.0000,-2448.0000
1,409.5935,0.00,-174.0000,405.0000,-2446.5000
1,409.6134,-2.00,-174.0000,405.0000,-2448.0000
1,409.6334,1.00,-172.5000,402.0000,-2448.0000
1,409.6534,-3.00,-174.0000,405.0000,-2448.0000
1,409.6734,0.00,-177.0000,406.5000,-2448.0000
1,409.6934,0.00,-177.0000,403.5000,-2446.5000
1,409.7134,0.00,-175.5000,403.5000,-2446.5000
1,409.7334,0.00,-175.5000,403.5000,-2446.5000
1,409.7534,-2.00,-175.5000,403.5000,-2446.5000
1,409.7734,1.00,-178.5000,400.5000,-2445.0000
1,409.7933,1.00,-175.5000,403.5000,-2445.0000
1,409.8133,-2.00,-177.0000,402.0000,-2446.5000
1,409.8333,0.00,-175.5000,12873.0000,-2446.5000
1,409.8533,-1.00,-174.0000,406.5000,-2446.5000
1,409.8733,0.00,-168.0000,406.5000,-2446.5000
1,409.8933,-1.00,-171.0000,406.5000,-2449.5000
1,409.9133,-1.00,-171.0000,406.5000,-2448.0000
1,409.9333,0.00,-171.0000,411.0000,-2448.0000
1,409.9533,0.00,-172.5000,409.5000,-2448.0000
1,409.9732,-1.00,-166.5000,405.0000,-2448.0000
1,409.9932,0.00,-172.5000,408.0000,-2448.0000
1,410.0132,0.00,-174.0000,405.0000,-2449.5000
1,410.0332,-1.00,-171.0000,409.5000,-2446.5000
1,410.0532,0.00,-174.0000,403.5000,-2448.0000
1,410.0732,0.00,-172.5000,405.0000,-2448.0000
1,410.0932,0.00,-172.5000,408.0000,-2446.5000
1,410.1132,2.00,-178.5000,411.0000,-2449.5000
1,410.1332,0.00,-171.0000,405.0000,-2448.0000
1,410.1531,-1.00,-172.5000,405.0000,-2449.5000
1,410.1731,0.00,-175.5000,408.0000,-2448.0000
1,410.1931,0.00,-175.5000,403.5000,-2448.0000
1,410.2131,0.00,-169.5000,406.5000,-2448.0000
1,410.2331,0.00,-174.0000,400.5000,-2449.5000
1,410.2531,-1.00,-171.0000,405.0000,-2449.5000
1,410.2731,0.00,-177.0000,408.0000,-2446.5000
1,410.2931,0.00,-175.5000,405.0000,-2445.0000
1,410.3131,1.00,-172.5000,405.0000,-2448.0000
1,410.3330,1.00,-174.0000,405.0000,-2448.0000
1,410.3530,0.00,-177.0000,403.5000,-2445.0000
1,410.3730,0.00,-178.5000,400.5000,-2446.5000
1,410.3930,0.00,-178.5000,406.5000,-2445.0000
1,410.4130,0.00,-178.5000,402.0000,-2446.5000
1,410.4330,2.00,-177.0000,405.0000,-2445.0000
1,410.4530,0.00,-177.0000,402.0000,-2446.5000
1,410.4730,0.00,-180.0000,405.0000,-2446.5000
1,410.4930,0.00,-180.0000,400.5000,-2446.5000
1,410.5130,0.00,-178.5000,402.0000,-2446.5000
1,410.5329,0.00,-178.5000,403.5000,-2446.5000
1,410.5529,0.00,-178.5000,403.5000,-2443.5000
1,410.5729,2.00,-178.5000,402.0000,-2445.0000
1,410.5929,0.00,-178.5000,403.5000,-2443.5000
1,410.6129,0.00,-175.5000,406.5000,-2445.0000
1,410.6329,0.00,-180.0000,397.5000,-2446.5000
1,410.6529,1.00,-178.5000,403.5000,-2445.0000
1,410.6729,-1.00,-177.0000,405.0000,-2446.5000
1,410.6929,0.00,-180.0000,403.5000,-2445.0000
1,410.7128,-1.00,-177.0000,406.5000,-2446.5000
1,410.7328,-1.00,-178.5000,397.5000,-2445.0000
1,410.7528,1.00,-181.5000,400.5000,-2445.0000
1,410.7728,0.00,-177.0000,400.5000,-2445.0000
1,410.7928,-2.00,-177.0000,402.0000,-2446.5000
1,410.8128,0.00,-180.0000,402.0000,-2446.5000
1,410.8328,0.00,-181.5000,402.0000,-2446.5000
1,410.8528,0.00,-178.5000,402.0000,-2445.0000
1,410.8728,0.00,-177.0000,403.5000,-2446.5000
1,410.8927,2.00,-177.0000,400.5000,-2446.5000
1,410.9127,-3.00,-177.0000,402.0000,-2445.0000
1,410.9327,0.00,-180.0000,403.5000,-2448.0000
1,410.9527,0.00,-180.0000,399.0000,-2446.5000
1,410.9727,0.00,-177.0000,402.0000,-2446.5000
1,410.9927,0.00,-175.5000,403.5000,-2445.0000
1,411.0127,2.00,-174.0000,403.5000,-2445.0000
1,411.0327,1.00,-175.5000,405.0000,-2445.0000
1,411.0527,0.00,-174.0000,400.5000,-2445.0000
1,411.0726,0.00,-180.0000,397.5000,-2446.5000
1,411.0926,-2.00,-177.0000,403.5000,-2448.0000
1,411.1126,1.00,-178.5000,402.0000,-2446.5000
1,411.1326,1.00,-178.5000,406.5000,-2446.5000
1,411.1526,-1.00,-178.5000,402.0000,-2445.0000
1,411.1726,2.00,-178.5000,403.5000,-2448.0000
1,411.1926,-2.00,-177.0000,402.0000,-2448.0000
1,411.2126,-1.00,-174.0000,399.0000,-2445.0000
1,411.2326,0.00,-175.5000,402.0000,-2446.5000
1,411.2525,0.00,-178.5000,403.5000,-2446.5000
1,411.2725,0.00,-175.5000,397.5000,-2446.5000
1,411.2925,-3.00,-181.5000,406.5000,-2448.0000
1,411.3125,2.00,-177.0000,403.5000,-2448.0000
1,411.3325,0.00,-174.0000,405.0000,-2448.0000
1,411.3525,1.00,-178.5000,402.0000,-2448.0000
1,411.3725,-1.00,-178.5000,400.5000,-2446.5000
1,411.3925,2.00,-180.0000,403.5000,-2446.5000
1,411.4125,-1.00,-178.5000,402.0000,-2445.0000
1,411.4324,1.00,-178.5000,405.0000,-2446.5000
1,411.4524,4.00,-174.0000,406.5000,-2446.5000
1,411.4724,0.00,-177.0000,402.0000,-2443.5000
1,411.4924,0.00,-177.0000,403.5000,-2445.0000
1,411.5124,1.00,-177.0000,403.5000,-2445.0000
1,411.5324,0.00,-172.5000,400.5000,-2445.0000
1,411.5524,3.00,-172.5000,400.5000,-2443.5000
1,411.5724,0.00,-177.0000,408.0000,-2443.5000
1,411.5924,-2.00,-177.0000,400.5000,-2445.0000
1,411.6123,0.00,-178.5000,403.5000,-2443.5000
1,411.6323,-1.00,-175.5000,400.5000,-2443.5000
1,411.6523,3.00,-172.5000,403.5000,-2445.0000
1,411.6723,1.00,-175.5000,403.5000,-2443.5000
1,411.6923,0.00,-177.0000,402.0000,-2442.0000
1,411.7123,0.00,-177.0000,405.0000,-2445.0000
1,411.7323,0.00,-174.0000,405.0000,-2445.0000
1,411.7523,0.00,-175.5000,403.5000,-2443.5000
1,411.7723,-1.00,-177.0000,402.0000,-2443.5000
1,411.7922,0.00,-172.5000,405.0000,-2446.5000
1,411.8122,0.00,-178.5000,403.5000,-2445.0000
1,411.8322,0.00,-177.0000,405.0000,-2445.0000
1,411.8522,0.00,-174.0000,406.5000,-2443.5000
1,411.8722,-1.00,-177.0000,405.0000,-2445.0000
1,411.8922,-2.00,-174.0000,402.0000,-2445.0000
1,411.9122,-1.00,-174.0000,405.0000,-2445.0000
1,411.9322,-1.00,-178.5000,400.5000,-2446.5000
1,411.9522,1.00,-177.0000,405.0000,-2445.0000
1,411.9721,-1.00,-177.0000,405.0000,-2445.0000
1,411.9921,0.00,-174.0000,405.0000,-2443.5000
1,412.0121,-3.00,-175.5000,403.5000,-2443.5000
1,412.0321,-1.00,-177.0000,399.0000,-2443.5000
1,412.0521,0.00,-178.5000,405.0000,-2443.5000
1,412.0721,0.00,-178.5000,408.0000,-2442.0000
1,412.0921,-1.00,-178.5000,406.5000,-2443.5000
1,412.1121,0.00,-175.5000,408.0000,-2443.5000
1,412.1321,0.00,-178.5000,405.0000,-2443.5000
1,412.1520,0.00,-174.0000,408.0000,-2442.0000
1,412.1720,-2.00,-178.5000,405.0000,-2445.0000
1,412.1920,0.00,-177.0000,408.0000,-2445.0000
1,412.2120,1.00,-174.0000,406.5000,-2443.5000
1,412.2320,2.00,-177.0000,405.0000,-2443.5000
1,412.2520,-1.00,-177.0000,402.0000,-2443.5000
1,412.2720,-2.00,-177.0000,400.5000,-2443.5000
1,412.2920,0.00,-177.0000,402.0000,-2442.0000
1,412.3120,0.00,-178.5000,406.5000,-2443.5000
1,412.3320,1.00,-177.0000,403.5000,-2443.5000
1,412.3519,-3.00,-177.0000,406.5000,-2443.5000
1,412.3719,0.00,-181.5000,405.0000,-2443.5000
1,412.3919,0.00,-177.0000,405.0000,-2442.0000
1,412.4119,-1.00,-177.0000,403.5000,-2445.0000
1,412.4319,0.00,-177.0000,405.0000,-2440.5000
1,412.4519,1.00,-178.5000,406.5000,-2443.5000
1,412.4719,0.00,-175.5000,405.0000,-2442.0000
1,412.4919,1.00,-178.5000,405.0000,-2442.0000
1,412.5119,-1.00,-177.0000,402.0000,-2443.5000
1,412.5318,0.00,-175.5000,405.0000,-2443.5000
1,412.5518,0.00,-177.0000,409.5000,-2443.5000
1,412.5718,1.00,-175.5000,403.5000,-2442.0000
1,412.5918,-2.00,-177.0000,405.0000,-2445.0000
1,412.6118,0.00,-177.0000,397.5000,-2443.5000
1,412.6318,0.00,-174.0000,402.0000,-2445.0000
1,412.6518,1.00,-177.0000,405.0000,-2445.0000
1,412.6718,-2.00,-178.5000,406.5000,-2445.0000
1,412.6918,0.00,-180.0000,403.5000,-2443.5000
1,412.7117,0.00,-178.5000,405.0000,-2443.5000
1,412.7317,1.00,-175.5000,403.5000,-2442.0000
1,412.7517,0.00,-178.5000,402.0000,-2443.5000
1,412.7717,0.00,-174.0000,402.0000,-2443.5000
1,412.7917,1.00,-178.5000,403.5000,-2443.5000
1,412.8117,1.00,-172.5000,406.5000,-2442.0000
1,412.8317,0.00,-171.0000,403.5000,-2443.5000
1,412.8517,0.00,-177.0000,411.0000,-2443.5000
1,412.8717,-1.00,-175.5000,406.5000,-2443.5000
1,412.8916,0.00,-175.5000,402.0000,-2443.5000
1,412.9116,2.00,-178.5000,403.5000,-2443.5000
1,412.9316,2.00,-178.5000,408.0000,-2443.5000
1,412.9516,0.00,-178.5000,402.0000,-2443.5000
1,412.9716,0.00,-181.5000,406.5000,-2443.5000
1,412.9916,1.00,-177.0000,405.0000,-2443.5000
1,413.0116,1.00,-177.0000,405.0000,-2443.5000
1,413.0316,-1.00,-178.5000,406.5000,-2443.5000
1,413.0516,2.00,-177.0000,411.0000,-2445.0000
1,413.0715,2.00,-175.5000,405.0000,-2443.5000
1,413.0915,0.00,-177.0000,405.0000,-2445.0000
1,413.1115,0.00,-172.5000,403.5000,-2442.0000
1,413.1315,0.00,-177.0000,403.5000,-2443.5000
1,413.1515,0.00,-178.5000,405.0000,-2443.5000
1,413.1715,1.00,-172.5000,403.5000,-2445.0000
1,413.1915,-4.00,-178.5000,406.5000,-2442.0000
1,413.2115,2.00,-178.5000,403.5000,-2443.5000
1,413.2315,1.00,-175.5000,405.0000,-2443.5000
1,413.2514,2.00,-177.0000,405.0000,-2442.0000
1,413.2714,0.00,-178.5000,400.5000,-2445.0000
1,413.2914,-1.00,-177.0000,403.5000,-2443.5000
1,413.3114,0.00,-178.5000,397.5000,-2445.0000
1,413.3314,-1.00,-175.5000,405.0000,-2443.5000
1,413.3514,2.00,-177.0000,403.5000,-2442.0000
1,413.3714,0.00,-175.5000,400.5000,-2442.0000
1,413.3914,0.00,-178.5000,400.5000,-2445.0000
1,413.4114,0.00,-178.5000,405.0000,-2443.5000
1,413.4313,2.00,-177.0000,400.5000,-2445.0000
1,413.4513,0.00,-177.0000,402.0000,-2443.5000
1,413.4713,0.00,-177.0000,402.0000,-2442.0000
1,413.4913,2.00,-177.0000,408.0000,-2443.5000
1,413.5113,0.00,-175.5000,406.5000,-2443.5000
1,413.5313,0.00,-172.5000,400.5000,-2443.5000
1,413.5513,2.00,-174.0000,406.5000,-2445.0000
1,413.5713,0.00,-171.0000,405.0000,-2445.0000
1,413.5913,-1.00,-178.5000,405.0000,-2442.0000
1,413.6112,0.00,-172.5000,406.5000,-2443.5000
1,413.6312,0.00,-178.5000,402.0000,-2443.5000
1,413.6512,-2.00,-177.0000,411.0000,-2443.5000
1,413.6712,1.00,-178.5000,406.5000,-2443.5000
1,413.6912,3.00,-178.5000,402.0000,-2445.0000
1,413.7112,0.00,-177.0000,409.5000,-2443.5000
1,413.7312,0.00,-178.5000,408.0000,-2445.0000
1,413.7512,0.00,-174.0000,405.0000,-2440.5000
1,413.7712,1.00,-177.0000,403.5000,-2445.0000
1,413.7911,1.00,-175.5000,406.5000,-2443.5000
1,413.8111,0.00,-178.5000,409.5000,-2443.5000
1,413.8311,1.00,-178.5000,409.5000,-2445.0000
1,413.8511,-1.00,-175.5000,405.0000,-2443.5000
1,413.8711,0.00,-175.5000,406.5000,-2442.0000
1,413.8911,0.00,-175.5000,402.0000,-2443.5000
1,413.9111,-1.00,-178.5000,400.5000,-2442.0000
1,413.9311,-1.00,-174.0000,406.5000,-2445.0000
1,413.9511,0.00,-177.0000,403.5000,-2443.5000
1,413.9710,-2.00,-175.5000,402.0000,-2442.0000
1,413.9910,3.00,-178.5000,405.0000,-2443.5000
1,414.0110,0.00,-178.5000,400.5000,-2443.5000
1,414.0310,1.00,-175.5000,408.0000,-2443.5000
1,414.0510,2.00,-177.0000,403.5000,-2443.5000
1,414.0710,0.00,-178.5000,402.0000,-2443.5000
1,414.0910,0.00,-180.0000,405.0000,-2445.0000
1,414.1110,-3.00,-175.5000,403.5000,-2443.5000
1,414.1310,2.00,-178.5000,405.0000,-2442.0000
1,414.1510,0.00,-177.0000,405.0000,-2443.5000
1,414.1709,-1.00,-178.5000,405.0000,-2443.5000
1,414.1909,0.00,-175.5000,405.0000,-2443.5000
1,414.2109,3.00,-178.5000,405.0000,-2442.0000
1,414.2309,0.00,-175.5000,403.5000,-2443.5000
1,414.2509,0.00,-181.5000,405.0000,-2443.5000
1,414.2709,-1.00,-175.5000,405.0000,-2445.0000
1,414.2909,1.00,-177.0000,408.0000,-2442.0000
1,414.3109,-3.00,-181.5000,402.0000,-2443.5000
1,414.3309,-3.00,-178.5000,408.0000,-2443.5000
1,414.3508,0.00,-175.5000,403.5000,-2445.0000
1,414.3708,0.00,-180.0000,405.0000,-2443.5000
1,414.3908,-3.00,-175.5000,403.5000,-2443.5000
1,414.4108,0.00,-175.5000,403.5000,-2442.0000
1,414.4308,-1.00,-177.0000,403.5000,-2442.0000
1,414.4508,2.00,-178.5000,406.5000,-2443.5000
1,414.4708,0.00,-178.5000,405.0000,-2443.5000
1,414.4908,-2.00,-178.5000,402.0000,-2445.0000
1,414.5108,0.00,-180.0000,408.0000,-2443.5000
1,414.5307,-1.00,-180.0000,406.5000,-2443.5000
1,414.5507,2.00,-178.5000,402.0000,-2443.5000
1,414.5707,1.00,-174.0000,408.0000,-2443.5000
1,414.5907,0.00,-178.5000,406.5000,-2442.0000
1,414.6107,-1.00,-177.0000,402.0000,-2443.5000
1,414.6307,-4.00,-178.5000,402.0000,-2443.5000
1,414.6507,0.00,-177.0000,405.0000,-2443.5000
1,414.6707,0.00,-177.0000,405.0000,-2445.0000
1,414.6907,1.00,-178.5000,402.0000,-2445.0000
1,414.7106,0.00,-175.5000,400.5000,-2443.5000
1,414.7306,1.00,-175.5000,397.5000,-2443.5000
1,414.7506,-1.00,-177.0000,403.5000,-2442.0000
1,414.7706,2.00,-178.5000,403.5000,-2443.5000
1,414.7906,-1.00,-177.0000,403.5000,-2445.0000
1,414.8106,0.00,-178.5000,406.5000,-2443.5000
1,414.8306,2.00,-175.5000,406.5000,-2442.0000
1,414.8506,0.00,-175.5000,408.0000,-2443.5000
1,414.8706,0.00,-177.0000,405.0000,-2445.0000
1,414.8905,1.00,-177.0000,402.0000,-2443.5000
1,414.9105,0.00,-174.0000,405.0000,-2442.0000
1,414.9305,1.00,-174.0000,405.0000,-2443.5000
1,414.9505,0.00,-178.5000,403.5000,-2443.5000
1,414.9705,1.00,-177.0000,400.5000,-2446.5000
1,414.9905,-2.00,-177.0000,408.0000,-2443.5000
1,415.0105,0.00,-177.0000,400.5000,-2442.0000
1,415.0305,-2.00,-175.5000,405.0000,-2443.5000
1,415.0505,1.00,-178.5000,408.0000,-2443.5000
1,415.0704,0.00,-177.0000,402.0000,-2443.5000
1,415.0904,-3.00,-177.0000,400.5000,-2443.5000
1,415.1104,0.00,-177.0000,405.0000,-2443.5000
1,415.1304,0.00,-174.0000,403.5000,-2443.5000
1,415.1504,-1.00,-178.5000,405.0000,-2443.5000
1,415.1704,-2.00,-178.5000,403.5000,-2443.5000
1,415.1904,0.00,-181.5000,400.5000,-2443.5000
1,415.2104,0.00,-178.5000,403.5000,-2443.5000
1,415.2304,0.00,-177.0000,405.0000,-2442.0000
1,415.2503,1.00,-177.0000,405.0000,-2442.0000
1,415.2703,1.00,-178.5000,400.5000,-2440.5000
1,415.2903,0.00,-177.0000,400.5000,-2442.0000
1,415.3103,-3.00,-178.5000,405.0000,-2443.5000
1,415.3303,0.00,-175.5000,406.5000,-2443.5000
1,415.3503,0.00,-180.0000,400.5000,-2445.0000
1,415.3703,-1.00,-180.0000,402.0000,-2442.0000
1,415.3903,0.00,-177.0000,408.0000,-2443.5000
1,415.4103,1.00,-177.0000,406.5000,-2445.0000
1,415.4302,1.00,-171.0000,400.5000,-2443.5000
1,415.4502,-5.00,-177.0000,408.0000,-2443.5000
1,415.4702,1.00,-174.0000,403.5000,-2443.5000
1,415.4902,-1.00,-178.5000,409.5000,-2445.0000
1,415.5102,3.00,-177.0000,400.5000,-2443.5000
1,415.5302,2.00,-175.5000,405.0000,-2443.5000
1,415.5502,0.00,-175.5000,405.0000,-2442.0000
1,415.5702,-2.00,-171.0000,405.0000,-2445.0000
1,415.5902,0.00,-181.5000,406.5000,-2442.0000
1,415.6101,-1.00,-178.5000,406.5000,-2445.0000
1,415.6301,-1.00,-177.0000,405.0000,-2443.5000
1,415.6501,0.00,-178.5000,403.5000,-2445.0000
1,415.6701,1.00,-178.5000,400.5000,-2443.5000
1,415.6901,1.00,-177.0000,408.0000,-2443.5000
1,415.7101,0.00,-178.5000,405.0000,-2445.0000
1,415.7301,0.00,-175.5000,405.0000,-2445.0000
1,415.7501,0.00,-174.0000,406.5000,-2443.5000
1,415.7701,0.00,-175.5000,406.5000,-2443.5000
1,415.7901,-1.00,-178.5000,406.5000,-2442.0000
1,415.8100,2.00,-177.0000,400.5000,-2443.5000
1,415.8300,2.00,-177.0000,405.0000,-2443.5000
1,415.8500,0.00,-175.5000,400.5000,-2445.0000
1,415.8700,0.00,-178.5000,405.0000,-2443.5000
1,415.8900,1.00,-178.5000,405.0000,-2443.5000
1,415.9100,2.00,-177.0000,402.0000,-2443.5000
1,415.9300,0.00,-178.5000,406.5000,-2442.0000
1,415.9500,1.00,-178.5000,408.0000,-2443.5000
1,415.9700,0.00,-178.5000,406.5000,-2443.5000
1,415.9899,1.00,-178.5000,403.5000,-2443.5000
1,416.0099,0.00,-174.0000,406.5000,-2445.0000
1,416.0299,1.00,-175.5000,402.0000,-2443.5000
1,416.0499,0.00,-177.0000,403.5000,-2443.5000
1,416.0699,0.00,-177.0000,405.0000,-2442.0000
1,416.0899,2.00,-178.5000,403.5000,-2443.5000
1,416.1099,0.00,-180.0000,400.5000,-2443.5000
1,416.1299,1.00,-175.5000,405.0000,-2443.5000
1,416.1499,0.00,-183.0000,405.0000,-2443.5000
1,416.1698,0.00,-177.0000,403.5000,-2445.0000
1,416.1898,2.00,-175.5000,405.0000,-2443.5000
1,416.2098,0.00,-178.5000,406.5000,-2443.5000
1,416.2298,2.00,-177.0000,402.0000,-2443.5000
1,416.2498,0.00,-172.5000,405.0000,-2443.5000
1,416.2698,0.00,-178.5000,405.0000,-2443.5000
1,416.2898,0.00,-174.0000,406.5000,-2445.0000
1,416.3098,0.00,-175.5000,402.0000,-2445.0000
1,416.3298,-2.00,-181.5000,403.5000,-2445.0000
1,416.3497,0.00,-180.0000,403.5000,-2443.5000
1,416.3697,-2.00,-177.0000,406.5000,-2445.0000
1,416.3897,-1.00,-180.0000,406.5000,-2443.5000
1,416.4097,0.00,-178.5000,405.0000,-2445.0000
1,416.4297,0.00,-178.5000,402.0000,-2443.5000
1,416.4497,2.00,-174.0000,406.5000,-2445.0000
1,416.4697,-1.00,-177.0000,408.0000,-2443.5000
1,416.4897,-1.00,-178.5000,405.0000,-2445.0000
1,416.5097,0.00,-178.5000,402.0000,-2443.5000
1,416.5296,0.00,-169.5000,406.5000,-2445.0000
1,416.5496,0.00,-169.5000,406.5000,-2443.5000
