ave_filt_force,med_filt_force,ave_filt_mag,med_filt_mag,ave_filt_accel,med_filt_accel,ave_filt_gyro,med_filt_gyro,Class
409.99999999999994,659.5,-2201.21,-2620.25,-2201.21,-2620.25,-2201.21,-2620.25,3
396.46,645.0,-2165.71,-2598.0,-2165.71,-2598.0,-2165.71,-2598.0,3
382.88,617.5,-2131.8600000000006,-2558.0,-2131.8600000000006,-2558.0,-2131.8600000000006,-2558.0,3
369.34,574.0,-2098.6700000000005,-2539.75,-2098.6700000000005,-2539.75,-2098.6700000000005,-2539.75,3
355.76000000000005,515.5,-2066.69,-2468.0,-2066.69,-2468.0,-2066.69,-2468.0,3
342.22,415.0,-2039.52,-2312.25,-2039.52,-2312.25,-2039.52,-2312.25,3
328.64000000000004,261.0,-2015.98,-2126.5,-2015.98,-2126.5,-2015.98,-2126.5,3
316.14000000000004,112.5,-1995.0500000000002,-1974.75,-1995.0500000000002,-1974.75,-1995.0500000000002,-1974.75,3
305.26,96.5,-1978.26,-1974.75,-1978.26,-1974.75,-1978.26,-1974.75,3
294.84000000000003,96.5,-1963.8000000000002,-1974.75,-1963.8000000000002,-1974.75,-1963.8000000000002,-1974.75,3
286.8400000000001,96.5,-1951.6300000000003,-1974.75,-1951.6300000000003,-1974.75,-1951.6300000000003,-1974.75,3
278.22,96.5,-1940.5900000000004,-1974.75,-1940.5900000000004,-1974.75,-1940.5900000000004,-1974.75,3
268.24000000000007,96.5,-1928.4700000000003,-1974.75,-1928.4700000000003,-1974.75,-1928.4700000000003,-1974.75,3
257.4,96.5,-1917.1200000000001,-1974.75,-1917.1200000000001,-1974.75,-1917.1200000000001,-1974.75,3
245.88,82.5,-1903.88,-1919.25,-1903.88,-1919.25,-1903.88,-1919.25,3
234.64,82.5,-1887.26,-1871.75,-1887.26,-1871.75,-1887.26,-1871.75,3
224.14,82.5,-1869.8,-1813.5,-1869.8,-1813.5,-1869.8,-1813.5,3
214.88,82.5,-1849.8799999999999,-1773.5,-1849.8799999999999,-1773.5,-1849.8799999999999,-1773.5,3
207.38,82.5,-1829.2500000000002,-1748.0,-1829.2500000000002,-1748.0,-1829.2500000000002,-1748.0,3
200.74,82.5,-1808.4600000000003,-1741.5,-1808.4600000000003,-1741.5,-1808.4600000000003,-1741.5,3
194.62,82.5,-1788.63,-1741.5,-1788.63,-1741.5,-1788.63,-1741.5,3
189.24,82.5,-1770.76,-1741.5,-1770.76,-1741.5,-1770.76,-1741.5,3
185.0,82.5,-1757.4,-1741.5,-1757.4,-1741.5,-1757.4,-1741.5,3
180.98000000000002,82.5,-1746.97,-1741.5,-1746.97,-1741.5,-1746.97,-1741.5,3
177.76,82.5,-1739.8,-1741.5,-1739.8,-1741.5,-1739.8,-1741.5,3
175.26,82.5,-1739.19,-1741.5,-1739.19,-1741.5,-1739.19,-1741.5,3
173.67999999999998,82.5,-1742.53,-1741.5,-1742.53,-1741.5,-1742.53,-1741.5,3
171.91999999999996,82.5,-1750.2399999999998,-1741.5,-1750.2399999999998,-1741.5,-1750.2399999999998,-1741.5,3
171.54,82.5,-1761.5699999999997,-1741.5,-1761.5699999999997,-1741.5,-1761.5699999999997,-1741.5,3
172.51999999999998,82.5,-1778.08,-1741.5,-1778.08,-1741.5,-1778.08,-1741.5,3
175.16,82.5,-1799.7,-1741.5,-1799.7,-1741.5,-1799.7,-1741.5,3
180.44,82.5,-1824.44,-1741.5,-1824.44,-1741.5,-1824.44,-1741.5,3
189.38000000000002,82.5,-1851.56,-1741.5,-1851.56,-1741.5,-1851.56,-1741.5,3
201.50000000000003,117.0,-1881.5499999999997,-1741.5,-1881.5499999999997,-1741.5,-1881.5499999999997,-1741.5,3
213.74,131.0,-1911.79,-1743.0,-1911.79,-1743.0,-1911.79,-1743.0,3
225.96,140.5,-1938.63,-1767.0,-1938.63,-1767.0,-1938.63,-1767.0,3
238.22,151.5,-1965.71,-1797.5,-1965.71,-1797.5,-1965.71,-1797.5,3
250.74,160.5,-1996.2800000000002,-1837.0,-1996.2800000000002,-1837.0,-1996.2800000000002,-1837.0,3
263.28000000000003,173.5,-2029.46,-1895.25,-2029.46,-1895.25,-2029.46,-1895.25,3
275.94000000000005,205.0,-2062.95,-1919.25,-2062.95,-1919.25,-2062.95,-1919.25,3
288.66,238.5,-2096.4500000000003,-1988.5,-2096.4500000000003,-1988.5,-2096.4500000000003,-1988.5,3
301.41999999999996,268.0,-2130.4100000000003,-2067.25,-2130.4100000000003,-2067.25,-2130.4100000000003,-2067.25,3
314.15999999999997,297.0,-2163.52,-2105.75,-2163.52,-2105.75,-2163.52,-2105.75,3
326.92,333.0,-2195.91,-2158.25,-2195.91,-2158.25,-2195.91,-2158.25,3
339.68,367.5,-2227.76,-2193.0,-2227.76,-2193.0,-2227.76,-2193.0,3
352.28000000000003,398.5,-2258.4600000000005,-2210.75,-2258.4600000000005,-2210.75,-2258.4600000000005,-2210.75,3
364.80000000000007,444.5,-2286.76,-2258.75,-2286.76,-2258.75,-2286.76,-2258.75,3
377.21999999999997,476.5,-2313.8199999999997,-2307.75,-2313.8199999999997,-2307.75,-2313.8199999999997,-2307.75,3
389.74,499.5,-2340.1800000000003,-2327.25,-2340.1800000000003,-2327.25,-2340.1800000000003,-2327.25,3
402.36,531.0,-2365.16,-2327.25,-2365.16,-2327.25,-2365.16,-2327.25,3
414.98,548.0,-2389.74,-2327.25,-2389.74,-2327.25,-2389.74,-2327.25,3
427.68,561.5,-2410.91,-2327.25,-2410.91,-2327.25,-2410.91,-2327.25,3
440.5,573.5,-2430.6299999999997,-2327.25,-2430.6299999999997,-2327.25,-2430.6299999999997,-2327.25,3
453.38,589.0,-2449.33,-2327.25,-2449.33,-2327.25,-2449.33,-2327.25,3
466.34000000000003,605.5,-2466.7000000000003,-2327.25,-2466.7000000000003,-2327.25,-2466.7000000000003,-2327.25,3
479.28000000000003,609.5,-2479.1300000000006,-2327.25,-2479.1300000000006,-2327.25,-2479.1300000000006,-2327.25,3
492.26000000000005,610.5,-2488.9700000000003,-2327.25,-2488.9700000000003,-2327.25,-2488.9700000000003,-2327.25,3
504.20000000000005,611.5,-2496.7700000000004,-2327.25,-2496.7700000000004,-2327.25,-2496.7700000000004,-2327.25,3
514.48,612.5,-2501.3300000000004,-2341.5,-2501.3300000000004,-2341.5,-2501.3300000000004,-2341.5,3
524.36,614.5,-2505.95,-2353.25,-2505.95,-2353.25,-2505.95,-2353.25,3
531.84,616.5,-2509.9500000000003,-2379.25,-2509.9500000000003,-2379.25,-2509.9500000000003,-2379.25,3
539.9599999999999,620.0,-2514.2100000000005,-2427.25,-2514.2100000000005,-2427.25,-2514.2100000000005,-2427.25,3
549.4599999999999,624.0,-2521.8300000000004,-2462.5,-2521.8300000000004,-2462.5,-2521.8300000000004,-2462.5,3
559.88,625.0,-2533.51,-2483.25,-2533.51,-2483.25,-2533.51,-2483.25,3
570.9000000000001,625.5,-2548.5,-2514.25,-2548.5,-2514.25,-2548.5,-2514.25,3
581.5000000000001,626.5,-2567.99,-2550.75,-2567.99,-2550.75,-2567.99,-2550.75,3
591.44,628.0,-2587.8099999999995,-2585.25,-2587.8099999999995,-2585.25,-2587.8099999999995,-2585.25,3
600.1399999999999,629.5,-2607.2699999999995,-2618.0,-2607.2699999999995,-2618.0,-2607.2699999999995,-2618.0,3
607.12,631.0,-2625.63,-2624.0,-2625.63,-2624.0,-2625.63,-2624.0,3
613.14,632.5,-2642.28,-2624.0,-2642.28,-2624.0,-2642.28,-2624.0,3
618.6800000000001,635.0,-2656.66,-2624.0,-2656.66,-2624.0,-2656.66,-2624.0,3
623.5,637.0,-2668.34,-2624.0,-2668.34,-2624.0,-2668.34,-2624.0,3
627.0400000000001,637.0,-2675.1299999999997,-2624.0,-2675.1299999999997,-2624.0,-2675.1299999999997,-2624.0,3
630.2600000000001,637.5,-2678.3999999999996,-2624.0,-2678.3999999999996,-2624.0,-2678.3999999999996,-2624.0,3
632.52,637.5,-2678.45,-2624.0,-2678.45,-2624.0,-2678.45,-2624.0,3
633.8199999999999,637.5,-2669.82,-2608.5,-2669.82,-2608.5,-2669.82,-2608.5,3
634.36,637.5,-2649.9000000000005,-2585.75,-2649.9000000000005,-2585.75,-2649.9000000000005,-2585.75,3
635.12,637.5,-2620.69,-2568.5,-2620.69,-2568.5,-2620.69,-2568.5,3
634.8399999999999,637.5,-2578.08,-2550.75,-2578.08,-2550.75,-2578.08,-2550.75,3
632.56,637.5,-2518.65,-2525.0,-2518.65,-2525.0,-2518.65,-2525.0,3
629.78,637.5,-2439.63,-2505.75,-2439.63,-2505.75,-2439.63,-2505.75,3
625.7199999999999,637.5,-2356.0200000000004,-2483.25,-2356.0200000000004,-2483.25,-2356.0200000000004,-2483.25,3
618.4399999999999,637.5,-2273.28,-2466.0,-2273.28,-2466.0,-2273.28,-2466.0,3
606.28,637.5,-2191.5299999999997,-2457.0,-2191.5299999999997,-2457.0,-2191.5299999999997,-2457.0,3
594.04,637.5,-2112.7299999999996,-2437.5,-2112.7299999999996,-2437.5,-2112.7299999999996,-2437.5,3
581.78,637.5,-2038.9999999999995,-2411.25,-2038.9999999999995,-2411.25,-2038.9999999999995,-2411.25,3
569.54,637.5,-1968.0299999999997,-2381.75,-1968.0299999999997,-2381.75,-1968.0299999999997,-2381.75,3
557.04,637.5,-1898.09,-2360.0,-1898.09,-2360.0,-1898.09,-2360.0,3
544.48,637.5,-1828.5799999999997,-2353.25,-1828.5799999999997,-2353.25,-1828.5799999999997,-2353.25,3
531.82,637.5,-1760.02,-2342.75,-1760.02,-2342.75,-1760.02,-2342.75,3
519.08,637.5,-1693.8099999999997,-2325.5,-1693.8099999999997,-2325.5,-1693.8099999999997,-2325.5,3
506.30000000000007,637.0,-1630.43,-2302.0,-1630.43,-2302.0,-1630.43,-2302.0,3
493.53999999999996,634.5,-1571.06,-2281.75,-1571.06,-2281.75,-1571.06,-2281.75,3
480.81999999999994,631.5,-1518.31,-2264.75,-1518.31,-2264.75,-1518.31,-2264.75,3
468.05999999999995,630.5,-1465.8799999999999,-2252.5,-1465.8799999999999,-2252.5,-1465.8799999999999,-2252.5,3
455.46,630.0,-1417.49,-2247.75,-1417.49,-2247.75,-1417.49,-2247.75,3
442.94,630.0,-1376.4299999999998,-2241.75,-1376.4299999999998,-2241.75,-1376.4299999999998,-2241.75,3
430.48,630.0,-1342.4099999999999,-2235.25,-1342.4099999999999,-2235.25,-1342.4099999999999,-2235.25,3
417.98,630.0,-1309.8200000000002,-2232.75,-1309.8200000000002,-2232.75,-1309.8200000000002,-2232.75,3
405.40000000000003,620.0,-1278.5000000000002,-2220.0,-1278.5000000000002,-2220.0,-1278.5000000000002,-2220.0,3
392.76,603.5,-1247.71,-2011.75,-1247.71,-2011.75,-1247.71,-2011.75,3
380.02,594.0,-1217.3799999999999,-1680.75,-1217.3799999999999,-1680.75,-1217.3799999999999,-1680.75,3
367.18,576.0,-1187.04,-1306.0,-1187.04,-1306.0,-1187.04,-1306.0,3
354.26,525.0,-1156.6499999999999,-893.0,-1156.6499999999999,-893.0,-1156.6499999999999,-893.0,3
341.3,479.5,-1123.0099999999998,-718.75,-1123.0099999999998,-718.75,-1123.0099999999998,-718.75,3
328.28000000000003,442.0,-1085.83,-717.0,-1085.83,-717.0,-1085.83,-717.0,3
315.28000000000003,333.0,-1044.7900000000002,-716.0,-1044.7900000000002,-716.0,-1044.7900000000002,-716.0,3
302.24,127.0,-996.58,-713.0,-996.58,-713.0,-996.58,-713.0,3
289.20000000000005,1.0,-943.5200000000001,-709.0,-943.5200000000001,-709.0,-943.5200000000001,-709.0,3
276.1,1.0,-884.32,-704.0,-884.32,-704.0,-884.32,-704.0,3
262.98,1.0,-820.92,-632.0,-820.92,-632.0,-820.92,-632.0,3
249.78,0.5,-753.21,-521.25,-753.21,-521.25,-753.21,-521.25,3
236.55999999999997,0.0,-684.2300000000001,-448.5,-684.2300000000001,-448.5,-684.2300000000001,-448.5,3
223.32000000000002,0.0,-613.5500000000001,-407.5,-613.5500000000001,-407.5,-613.5500000000001,-407.5,3
210.1,0.0,-541.5,-317.0,-541.5,-317.0,-541.5,-317.0,3
199.26,0.0,-468.69000000000005,-210.25,-468.69000000000005,-210.25,-468.69000000000005,-210.25,3
188.98000000000002,0.0,-395.94000000000005,-134.25,-395.94000000000005,-134.25,-395.94000000000005,-134.25,3
179.22,0.0,-323.23,-65.5,-323.23,-65.5,-323.23,-65.5,3
170.34,0.0,-250.14,25.25,-250.14,25.25,-250.14,25.25,3
162.82,0.0,-177.75,145.5,-177.75,145.5,-177.75,145.5,3
155.72,0.0,-106.22,245.25,-106.22,245.25,-106.22,245.25,3
148.94,0.0,-35.190000000000005,313.25,-35.190000000000005,313.25,-35.190000000000005,313.25,3
142.88,0.0,35.36,388.25,35.36,388.25,35.36,388.25,3
137.23999999999998,0.0,105.14000000000001,459.5,105.14000000000001,459.5,105.14000000000001,459.5,3
131.9,0.0,174.54000000000002,490.0,174.54000000000002,490.0,174.54000000000002,490.0,3
127.16000000000001,0.0,241.0,515.75,241.0,515.75,241.0,515.75,3
122.32000000000001,0.0,299.19,525.25,299.19,525.25,299.19,525.25,3
118.24000000000001,0.0,351.49,529.5,351.49,529.5,351.49,529.5,3
115.04,0.0,392.99,534.0,392.99,534.0,392.99,534.0,3
114.10000000000002,0.0,421.88,564.75,421.88,564.75,421.88,564.75,3
114.02000000000001,0.0,430.47,635.0,430.47,635.0,430.47,635.0,3
116.04,0.0,429.47,630.25,429.47,630.25,429.47,630.25,3
122.2,0.0,422.60999999999996,564.75,422.60999999999996,564.75,422.60999999999996,564.75,3
133.6,0.0,408.31999999999994,534.0,408.31999999999994,534.0,408.31999999999994,534.0,3
145.1,0.0,388.63,529.5,388.63,529.5,388.63,529.5,3
156.72,0.5,358.83,525.25,358.83,525.25,358.83,525.25,3
168.3,0.5,327.39,516.0,327.39,516.0,327.39,516.0,3
179.82,1.0,294.49,476.0,294.49,476.0,294.49,476.0,3
191.4,1.5,258.95000000000005,429.25,258.95000000000005,429.25,258.95000000000005,429.25,3
203.0,57.0,222.64,372.0,222.64,372.0,222.64,372.0,3
214.64,127.5,187.3,313.25,187.3,313.25,187.3,313.25,3
226.34000000000003,157.0,154.26,245.25,154.26,245.25,154.26,245.25,3
238.04,193.5,124.50000000000001,195.75,124.50000000000001,195.75,124.50000000000001,195.75,3
249.67999999999998,248.0,101.27,195.75,101.27,195.75,101.27,195.75,3
261.38000000000005,291.0,78.69,195.75,78.69,195.75,78.69,195.75,3
273.12,310.5,61.459999999999994,195.75,61.459999999999994,195.75,61.459999999999994,195.75,3
284.94,332.5,51.65,195.75,51.65,195.75,51.65,195.75,3
296.86,351.0,49.979999999999976,195.75,49.979999999999976,195.75,49.979999999999976,195.75,3
308.94000000000005,358.0,52.86999999999999,195.75,52.86999999999999,195.75,52.86999999999999,195.75,3
321.02,362.0,57.77999999999999,195.75,57.77999999999999,195.75,57.77999999999999,195.75,3
333.14,368.0,64.16999999999999,195.75,64.16999999999999,195.75,64.16999999999999,195.75,3
345.26,379.0,71.58,195.75,71.58,195.75,71.58,195.75,3
357.5,394.0,79.27000000000001,195.75,79.27000000000001,195.75,79.27000000000001,195.75,3
369.98,421.5,86.47999999999999,195.75,86.47999999999999,195.75,86.47999999999999,195.75,3
382.56,454.0,89.97999999999999,195.75,89.97999999999999,195.75,89.97999999999999,195.75,3
395.41999999999996,490.5,88.91,195.75,88.91,195.75,88.91,195.75,3
408.42,537.5,84.16,195.75,84.16,195.75,84.16,195.75,3
421.5200000000001,566.0,72.25999999999998,169.75,72.25999999999998,169.75,72.25999999999998,169.75,3
434.66,573.0,56.13999999999998,-129.5,56.13999999999998,-129.5,56.13999999999998,-129.5,3
447.85999999999996,575.5,36.629999999999995,-317.25,36.629999999999995,-317.25,36.629999999999995,-317.25,3
461.12,577.0,14.509999999999994,-338.5,14.509999999999994,-338.5,14.509999999999994,-338.5,3
474.56,578.5,-10.000000000000004,-351.5,-10.000000000000004,-351.5,-10.000000000000004,-351.5,3
488.06000000000006,579.5,-34.41999999999999,-351.5,-34.41999999999999,-351.5,-34.41999999999999,-351.5,3
501.6,580.0,-59.12999999999999,-351.5,-59.12999999999999,-351.5,-59.12999999999999,-351.5,3
515.1800000000001,581.0,-84.15,-351.5,-84.15,-351.5,-84.15,-351.5,3
526.58,582.5,-108.03999999999999,-351.5,-108.03999999999999,-351.5,-108.03999999999999,-351.5,3
537.36,583.5,-131.48000000000002,-351.5,-131.48000000000002,-351.5,-131.48000000000002,-351.5,3
547.54,584.5,-154.77,-351.5,-154.77,-351.5,-154.77,-351.5,3
556.88,585.0,-178.59,-351.5,-178.59,-351.5,-178.59,-351.5,3
564.9399999999999,586.0,-201.33,-351.5,-201.33,-351.5,-201.33,-351.5,3
572.54,589.0,-223.29,-351.5,-223.29,-351.5,-223.29,-351.5,3
579.76,593.5,-245.29000000000002,-351.5,-245.29000000000002,-351.5,-245.29000000000002,-351.5,3
586.1800000000001,600.0,-266.85,-351.5,-266.85,-351.5,-266.85,-351.5,3
591.6000000000001,604.0,-288.4,-351.5,-288.4,-351.5,-288.4,-351.5,3
596.2,604.0,-309.65,-351.5,-309.65,-351.5,-309.65,-351.5,3
599.12,604.0,-329.48999999999995,-351.5,-329.48999999999995,-351.5,-329.48999999999995,-351.5,3
598.58,604.0,-347.41999999999996,-351.5,-347.41999999999996,-351.5,-347.41999999999996,-351.5,3
594.46,604.0,-365.85,-351.5,-365.85,-351.5,-365.85,-351.5,3
586.5600000000001,604.0,-385.67,-351.5,-385.67,-351.5,-385.67,-351.5,3
577.72,604.0,-415.39,-365.5,-415.39,-365.5,-415.39,-365.5,3
568.38,604.0,-448.06,-381.25,-448.06,-381.25,-448.06,-381.25,3
558.1,604.0,-479.16,-389.75,-479.16,-389.75,-479.16,-389.75,3
546.84,604.0,-507.43,-410.75,-507.43,-410.75,-507.43,-410.75,3
535.4000000000001,604.0,-527.22,-440.5,-527.22,-440.5,-527.22,-440.5,3
523.9200000000001,604.0,-539.5799999999999,-456.25,-539.5799999999999,-456.25,-539.5799999999999,-456.25,3
512.34,604.0,-539.9499999999999,-456.25,-539.9499999999999,-456.25,-539.9499999999999,-456.25,3
500.76,604.0,-536.9,-456.25,-536.9,-456.25,-536.9,-456.25,3
489.2,604.0,-532.26,-456.25,-532.26,-456.25,-532.26,-456.25,3
477.64,604.0,-524.9499999999999,-456.25,-524.9499999999999,-456.25,-524.9499999999999,-456.25,3
466.06,604.0,-516.77,-456.25,-516.77,-456.25,-516.77,-456.25,3
454.42,604.0,-507.78,-456.25,-507.78,-456.25,-507.78,-456.25,3
442.72,604.0,-499.23999999999995,-456.25,-499.23999999999995,-456.25,-499.23999999999995,-456.25,3
431.02000000000004,604.0,-492.37,-456.25,-492.37,-456.25,-492.37,-456.25,3
419.36,604.0,-493.1500000000001,-456.25,-493.1500000000001,-456.25,-493.1500000000001,-456.25,3
407.65999999999997,604.0,-499.64,-456.25,-499.64,-456.25,-499.64,-456.25,3
395.94,604.0,-513.79,-456.25,-513.79,-456.25,-513.79,-456.25,3
384.98,604.0,-536.07,-456.25,-536.07,-456.25,-536.07,-456.25,3
374.06,604.0,-571.4700000000001,-456.25,-571.4700000000001,-456.25,-571.4700000000001,-456.25,3
363.70000000000005,599.0,-615.58,-456.25,-615.58,-456.25,-615.58,-456.25,3
354.58000000000004,556.0,-665.11,-459.5,-665.11,-459.5,-665.11,-459.5,3
345.03999999999996,423.5,-718.4599999999999,-472.0,-718.4599999999999,-472.0,-718.4599999999999,-472.0,3
335.04,254.5,-771.6200000000001,-487.0,-771.6200000000001,-487.0,-771.6200000000001,-487.0,3
324.88,164.0,-824.2800000000001,-504.75,-824.2800000000001,-504.75,-824.2800000000001,-504.75,3
314.97999999999996,138.5,-877.35,-515.25,-877.35,-515.25,-877.35,-515.25,3
305.28000000000003,136.5,-930.3500000000001,-625.25,-930.3500000000001,-625.25,-930.3500000000001,-625.25,3
295.76000000000005,136.5,-982.6200000000001,-801.25,-982.6200000000001,-801.25,-982.6200000000001,-801.25,3
286.48,136.5,-1034.97,-872.5,-1034.97,-872.5,-1034.97,-872.5,3
278.02,136.5,-1088.79,-875.0,-1088.79,-875.0,-1088.79,-875.0,3
270.28,136.5,-1144.09,-882.25,-1144.09,-882.25,-1144.09,-882.25,3
263.46,136.5,-1202.33,-888.5,-1202.33,-888.5,-1202.33,-888.5,3
257.38,136.5,-1267.9,-891.75,-1267.9,-891.75,-1267.9,-891.75,3
252.45999999999998,136.5,-1338.6200000000001,-894.25,-1338.6200000000001,-894.25,-1338.6200000000001,-894.25,3
247.89999999999998,136.5,-1414.2800000000002,-904.0,-1414.2800000000002,-904.0,-1414.2800000000002,-904.0,3
243.68,136.5,-1494.96,-917.25,-1494.96,-917.25,-1494.96,-917.25,3
239.60000000000002,136.5,-1584.52,-933.25,-1584.52,-933.25,-1584.52,-933.25,3
235.88,136.5,-1679.71,-947.5,-1679.71,-947.5,-1679.71,-947.5,3
232.49999999999997,136.5,-1779.42,-975.0,-1779.42,-975.0,-1779.42,-975.0,3
229.33999999999997,136.5,-1884.74,-1143.25,-1884.74,-1143.25,-1884.74,-1143.25,3
226.3,136.5,-1992.1,-1392.5,-1992.1,-1392.5,-1992.1,-1392.5,3
223.45999999999998,136.5,-2102.3600000000006,-1625.5,-2102.3600000000006,-1625.5,-2102.3600000000006,-1625.5,3
220.79999999999998,136.5,-2216.2900000000004,-1887.5,-2216.2900000000004,-1887.5,-2216.2900000000004,-1887.5,3
218.34000000000003,136.5,-2331.98,-2288.25,-2331.98,-2288.25,-2331.98,-2288.25,3
216.18,136.5,-2449.32,-2667.0,-2449.32,-2667.0,-2449.32,-2667.0,3
214.54,136.5,-2567.4300000000003,-2859.75,-2567.4300000000003,-2859.75,-2567.4300000000003,-2859.75,3
214.32,136.5,-2685.9900000000002,-2951.75,-2685.9900000000002,-2951.75,-2685.9900000000002,-2951.75,3
215.92000000000002,136.5,-2806.1,-2984.0,-2806.1,-2984.0,-2806.1,-2984.0,3
221.38,136.5,-2927.96,-3007.25,-2927.96,-3007.25,-2927.96,-3007.25,3
229.96,136.5,-3050.56,-3025.0,-3050.56,-3025.0,-3050.56,-3025.0,3
242.04,146.0,-3170.8799999999997,-3048.5,-3170.8799999999997,-3048.5,-3170.8799999999997,-3048.5,3
254.44,156.5,-3280.66,-3060.75,-3280.66,-3060.75,-3280.66,-3060.75,3
266.8,175.0,-3386.12,-3078.0,-3386.12,-3078.0,-3386.12,-3078.0,3
279.18,208.5,-3487.6100000000006,-3141.25,-3487.6100000000006,-3141.25,-3487.6100000000006,-3141.25,3
291.64000000000004,251.0,-3586.6900000000005,-3232.75,-3586.6900000000005,-3232.75,-3586.6900000000005,-3232.75,3
304.08000000000004,294.5,-3686.92,-3328.25,-3686.92,-3328.25,-3686.92,-3328.25,3
316.58,339.5,-3788.07,-3545.25,-3788.07,-3545.25,-3788.07,-3545.25,3
329.12,392.5,-3889.3900000000003,-3809.5,-3889.3900000000003,-3809.5,-3889.3900000000003,-3809.5,3
341.66,436.0,-3991.3,-4016.25,-3991.3,-4016.25,-3991.3,-4016.25,3
354.34,457.5,-4094.54,-4247.5,-4094.54,-4247.5,-4094.54,-4247.5,3
367.15999999999997,471.5,-4198.79,-4581.0,-4198.79,-4581.0,-4198.79,-4581.0,3
380.06,485.5,-4304.0199999999995,-4893.25,-4304.0199999999995,-4893.25,-4304.0199999999995,-4893.25,3
392.98,504.5,-4410.18,-5087.25,-4410.18,-5087.25,-4410.18,-5087.25,3
405.92,517.5,-4517.250000000001,-5303.25,-4517.250000000001,-5303.25,-4517.250000000001,-5303.25,3
418.88,526.5,-4623.539999999999,-5473.75,-4623.539999999999,-5473.75,-4623.539999999999,-5473.75,3
431.88,536.0,-4723.38,-5559.25,-4723.38,-5559.25,-4723.38,-5559.25,3
444.9,545.0,-4819.500000000001,-5667.0,-4819.500000000001,-5667.0,-4819.500000000001,-5667.0,3
457.92,549.0,-4910.950000000001,-5764.0,-4910.950000000001,-5764.0,-4910.950000000001,-5764.0,3
470.14000000000004,553.0,-4997.250000000001,-5816.25,-4997.250000000001,-5816.25,-4997.250000000001,-5816.25,3
482.26,558.0,-5072.76,-5847.75,-5072.76,-5847.75,-5072.76,-5847.75,3
493.78,571.0,-5143.91,-5856.75,-5143.91,-5856.75,-5143.91,-5856.75,3
504.12000000000006,590.5,-5212.11,-5869.5,-5212.11,-5869.5,-5212.11,-5869.5,3
514.8000000000001,600.0,-5278.07,-5889.0,-5278.07,-5889.0,-5278.07,-5889.0,3
526.0400000000001,605.5,-5344.890000000001,-5925.25,-5344.890000000001,-5925.25,-5344.890000000001,-5925.25,3
537.34,610.0,-5412.280000000002,-5955.75,-5412.280000000002,-5955.75,-5412.280000000002,-5955.75,3
548.24,614.5,-5478.590000000001,-5960.5,-5478.590000000001,-5960.5,-5478.590000000001,-5960.5,3
558.82,618.5,-5544.240000000001,-5971.25,-5544.240000000001,-5971.25,-5544.240000000001,-5971.25,3
568.98,619.0,-5609.37,-5979.0,-5609.37,-5979.0,-5609.37,-5979.0,3
578.76,620.0,-5673.63,-5980.75,-5673.63,-5980.75,-5673.63,-5980.75,3
587.62,621.0,-5735.6900000000005,-5986.0,-5735.6900000000005,-5986.0,-5735.6900000000005,-5986.0,3
595.6800000000001,623.5,-5795.4800000000005,-5994.25,-5795.4800000000005,-5994.25,-5795.4800000000005,-5994.25,3
602.8000000000001,626.5,-5852.89,-6001.0,-5852.89,-6001.0,-5852.89,-6001.0,3
609.12,627.5,-5903.34,-6006.25,-5903.34,-6006.25,-5903.34,-6006.25,3
614.1,630.0,-5949.09,-6029.25,-5949.09,-6029.25,-5949.09,-6029.25,3
618.6200000000001,636.5,-5990.04,-6069.5,-5990.04,-6069.5,-5990.04,-6069.5,3
622.62,643.5,-6025.43,-6112.0,-6025.43,-6112.0,-6025.43,-6112.0,3
626.04,646.0,-6050.840000000001,-6112.0,-6050.840000000001,-6112.0,-6050.840000000001,-6112.0,3
628.18,646.0,-6070.6,-6112.0,-6070.6,-6112.0,-6070.6,-6112.0,3
627.1599999999999,646.0,-6083.97,-6112.0,-6083.97,-6112.0,-6083.97,-6112.0,3
621.64,646.0,-6087.630000000001,-6112.0,-6087.630000000001,-6112.0,-6087.630000000001,-6112.0,3
611.3399999999999,646.0,-6067.56,-6112.0,-6067.56,-6112.0,-6067.56,-6112.0,3
600.5000000000001,646.0,-6029.620000000001,-6112.0,-6029.620000000001,-6112.0,-6029.620000000001,-6112.0,3
589.52,646.0,-5974.379999999999,-6112.0,-5974.379999999999,-6112.0,-5974.379999999999,-6112.0,3
578.38,646.0,-5896.69,-6112.0,-5896.69,-6112.0,-5896.69,-6112.0,3
567.2,646.0,-5812.610000000001,-6112.0,-5812.610000000001,-6112.0,-5812.610000000001,-6112.0,3
556.22,646.0,-5724.790000000001,-6112.0,-5724.790000000001,-6112.0,-5724.790000000001,-6112.0,3
544.54,646.0,-5634.860000000001,-6112.0,-5634.860000000001,-6112.0,-5634.860000000001,-6112.0,3
532.5799999999999,646.0,-5542.22,-6112.0,-5542.22,-6112.0,-5542.22,-6112.0,3
520.56,646.0,-5448.0,-6112.0,-5448.0,-6112.0,-5448.0,-6112.0,3
508.34,646.0,-5344.36,-6112.0,-5344.36,-6112.0,-5344.36,-6112.0,3
496.11999999999995,646.0,-5245.129999999999,-6112.0,-5245.129999999999,-6112.0,-5245.129999999999,-6112.0,3
483.74,646.0,-5144.789999999999,-6112.0,-5144.789999999999,-6112.0,-5144.789999999999,-6112.0,3
471.38,646.0,-5044.1,-6112.0,-5044.1,-6112.0,-5044.1,-6112.0,3
